"","participant_id","redcap_survey_identifier","consent_form_timestamp","age","wsuwork","studentyn","consent___1","consent_form_complete","explanationexample_timestamp","contact1","multiple1","agecontact1___0","agecontact1___1","agecontact1___2","agecontact1___3","maskcontact1","touchcontact1","contextcontact1___0","contextcontact1___1","contextcontact1___2","contextcontact1___3","contextcontact1___4","contextcontact1___5","locationcontact1","timecontact1","another","contact2","multiple2","agecontact2___0","agecontact2___1","agecontact2___2","agecontact2___3","maskcontact2","touchcontact2","contextcontact2___0","contextcontact2___1","contextcontact2___2","contextcontact2___3","contextcontact2___4","contextcontact2___5","locationcontact2","timecontact2","another_2","contact3","multiple3","agecontact3___0","agecontact3___1","agecontact3___2","agecontact3___3","maskcontact3","touchcontact3","contextcontact3___0","contextcontact3___1","contextcontact3___2","contextcontact3___3","contextcontact3___4","contextcontact3___5","locationcontact3","timecontact3","another_3","contact4","multiple4","agecontact4___0","agecontact4___1","agecontact4___2","agecontact4___3","maskcontact4","touchcontact4","contextcontact4___0","contextcontact4___1","contextcontact4___2","contextcontact4___3","contextcontact4___4","contextcontact4___5","locationcontact4","timecontact4","another_4","contact5","multiple5","agecontact5___0","agecontact5___1","agecontact5___2","agecontact5___3","maskcontact5","touchcontact5","contextcontact5___0","contextcontact5___1","contextcontact5___2","contextcontact5___3","contextcontact5___4","contextcontact5___5","timecontact5","locationcontact5","another_5","contact6","multiple6","agecontact6___0","agecontact6___1","agecontact6___2","agecontact6___3","maskcontact6","touchcontact6","contextcontact6___0","contextcontact6___1","contextcontact6___2","contextcontact6___3","contextcontact6___4","contextcontact6___5","locationcontact6","timecontact6","another_6","contact7","multiple7","agecontact7___0","agecontact7___1","agecontact7___2","agecontact7___3","maskcontact7","touchcontact7","contextcontact7___0","contextcontact7___1","contextcontact7___2","contextcontact7___3","contextcontact7___4","contextcontact7___5","locationcontact7","timecontact7","another_7","contact8","multiple8","agecontact8___0","agecontact8___1","agecontact8___2","agecontact8___3","maskcontact8","touchcontact8","contextcontact8___0","contextcontact8___1","contextcontact8___2","contextcontact8___3","contextcontact8___4","contextcontact8___5","locationcontact8","timecontact8","another_8","contact9","multiple9","agecontact9___0","agecontact9___1","agecontact9___2","agecontact9___3","maskcontact9","touchcontact9","contextcontact9___0","contextcontact9___1","contextcontact9___2","contextcontact9___3","contextcontact9___4","contextcontact9___5","locationcontact9","timecontact9","another_9","contact10","multiple10","agecontact10___0","agecontact10___1","agecontact10___2","agecontact10___3","maskcontact10","touchcontact10","contextcontact10___0","contextcontact10___1","contextcontact10___2","contextcontact10___3","contextcontact10___4","contextcontact10___5","locationcontact10","timecontact10","another_10","explanationexample_complete","additional_questions_timestamp","occupation","essentialjobyn","teachyn","campus_loc","teleworkyn","pullmanyn","npullman","typcialyn","ntypical","covid30","covid30result","covidmonth","covidmonthresult","positiveever","ill30yn","illsigns___0","illsigns___1","illsigns___2","illsigns___3","illsigns___4","illsigns___5","illsigns___6","illsigns___7","illsigns___8","illsigns___9","hcpyn","vaccination___0","vaccination___1","adultvax","adultnovax___1","adultnovax___2","adultnovax___3","childvax","childnovax___1","childnovax___2","childnovax___3","childnovax___4","previousyn","additional_questions_complete","Cont1Total","Cont2Total","Cont3Total","Cont4Total","Cont5Total","Cont6Total","Cont7Total","Cont8Total","Cont9Total","Cont10Total","Contact1location","Contact2location","Contact3location","Contact4location","Contact5location","Contact6location","Contact7location","Contact8location","Contact9location","Contact10location","Faculty","OccType"
"85",220,NA,"2022-03-09 18:39:00",1,1,0,1,2,"2022-03-09 18:41:43","Laborers",1,0,1,0,0,I did not they did,No,0,0,0,0,1,0,"Battle Ground, WA",0,1,"Colleagues",1,0,1,0,0,We both did,No,0,1,0,0,0,0,"Vancouver, WA",1,1,"Students",25,0,1,1,0,We both did,No,0,1,0,0,0,0,"Vancouver, WA",3,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2022-03-09 18:43:02","Instructor",1,1,2,1,0,"Battle Ground, WA",1,NA,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,4,0,0,0,0,1,2,1,1,25,NA,NA,NA,NA,NA,NA,NA,5,2,2,NA,NA,NA,NA,NA,NA,NA,"Faculty","Faculty"
"86",224,NA,"2022-03-09 18:49:35",1,1,0,1,2,"2022-03-09 18:53:50","Partner",1,0,0,1,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Children",1,1,0,0,0,Neither did,Yes,0,1,0,0,0,0,"WSU Campus",2,1,"Colleagues",4,0,1,1,0,I did not some did,No,0,1,0,0,0,0,"WSU Campus",3,1,"Patients",2,0,0,1,1,We both did,NA,0,1,0,0,0,0,"WSU Campus",2,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2022-03-09 18:56:04","Psychiatric Nurse Practitioner and Clinical Assistant Professor",1,1,3,0,0,"Tri-Cities",1,NA,0,NA,1,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,3,1,1,0,0,1,2,1,1,4,2,NA,NA,NA,NA,NA,NA,1,2,2,2,NA,NA,NA,NA,NA,NA,"Faculty","Clinical"
"87",228,NA,"2022-03-09 19:20:21",1,1,0,1,2,"2022-03-09 19:26:34","Partner",1,0,0,1,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Children",1,0,1,0,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Colleagues",3,0,0,1,0,Neither did,No,0,1,0,0,0,0,"WSU Campus",0,1,"Colleagues",1,0,0,1,0,We both did,No,0,1,0,0,0,0,"WSU Campus",1,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2022-03-09 19:27:42","Dept. Chair",1,0,0,0,1,NA,1,NA,0,NA,1,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,1,0,0,0,0,0,2,1,1,3,1,NA,NA,NA,NA,NA,NA,1,1,2,2,NA,NA,NA,NA,NA,NA,"Faculty","Upper Admin"
"88",232,NA,"2022-03-09 20:05:27",1,1,0,1,2,"2022-03-09 20:10:43","Partner",1,0,0,0,1,Neither did,Yes,1,0,0,1,0,0,"Home and Car",3,1,"Colleagues",1,0,0,1,0,We both did,No,0,1,0,0,0,0,"WSU Campus",0,1,"Colleagues",1,0,0,1,0,We both did,No,0,1,0,0,0,0,"WSU Campus",1,1,"Friends",4,0,0,1,1,Neither did,No,0,0,1,0,0,0,"Restaurant",3,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2022-03-09 20:12:06","Professor",0,1,0,1,0,"Moscow, ID",1,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,4,0,0,0,0,2,2,1,1,1,4,NA,NA,NA,NA,NA,NA,1,2,2,3,NA,NA,NA,NA,NA,NA,"Faculty","Faculty"
"89",237,NA,"2022-03-09 21:02:34",1,1,0,1,2,"2022-03-09 21:06:28","Spouse",1,0,0,1,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Parents",1,0,0,1,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Children",2,1,0,0,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Laborers",2,0,1,0,0,We both did,No,0,0,1,0,0,0,"Restaurant",0,1,"Teachers",1,0,0,1,0,We both did,No,0,0,0,0,0,1,1,"School",0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2022-03-09 21:08:07","Teaching Assistant Professor",1,1,0,1,1,NA,1,NA,1,1,1,2,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,2,1,0,0,0,2,2,1,1,2,2,1,NA,NA,NA,NA,NA,1,1,1,3,6,NA,NA,NA,NA,NA,"Faculty","Faculty"
"90",238,NA,"2022-03-09 21:02:54",1,1,0,1,2,"2022-03-09 21:08:38","Spouse",1,0,0,1,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2022-03-09 21:17:26","Faculty member",0,1,3,0,0,"remote teaching location",1,NA,0,NA,1,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,4,0,0,0,0,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Faculty","Faculty"
"91",240,NA,"2022-03-09 21:24:11",1,1,0,1,2,"2022-03-09 21:28:24","Colleagues",1,0,0,1,0,We both did,No,0,1,0,0,0,0,"WSU Campus",2,1,"Colleagues",1,0,0,1,0,We both did,No,0,1,0,0,0,0,"WSU Campus",1,1,"Laborers",1,0,0,0,1,Neither did,No,1,0,0,0,0,0,"Home",1,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2022-03-09 21:31:19","Postdoctoral Researcher",0,0,1,2,0,"Spokane, WA",1,NA,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,0,0,0,4,0,0,0,0,0,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,"Staff","Staff"
"92",241,NA,"2022-03-09 21:25:02",1,1,0,1,2,"2022-03-09 21:34:49","Spouse",1,0,0,1,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Children",1,1,0,0,0,Neither did,Yes,1,0,0,0,0,0,"Home",2,1,"Laborers",1,0,1,0,0,We both did,No,0,0,1,0,0,0,"Restaurant",0,1,"Colleagues",1,0,0,1,0,We both did,No,0,1,0,0,0,0,"WSU Spokane",1,1,"Colleagues",1,0,0,1,0,We both did,No,0,1,0,0,0,0,2,"WSU Spokane",1,"Students",2,0,1,0,0,We both did,No,0,1,0,0,0,0,"WSU Tri-Cities",1,1,"Colleagues",7,0,0,1,0,We both did,No,0,1,0,0,0,0,"WSU Tri-Cities",3,1,"Colleagues",9,0,0,1,0,Neither did,No,0,0,1,0,0,0,"Restaurant",3,1,"Colleagues",20,0,0,1,0,Neither did,No,0,1,0,0,0,0,"WSU Tri-Cities",3,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2022-03-09 21:36:53","Administrator",1,1,3,1,0,"Richland",0,"Large event plus work dinner at end of the day",1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,1,0,0,0,0,0,2,1,1,1,1,1,2,7,9,20,NA,1,1,3,2,2,2,2,3,2,NA,"Staff","Staff"
"93",244,NA,"2022-03-10 00:31:57",1,1,0,1,2,"2022-03-10 00:34:39","Spouse",1,0,0,1,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Friends",1,0,0,1,0,We both did,No,0,0,0,0,0,1,"School",0,1,"Family Members",1,0,0,0,1,Neither did,No,1,0,0,0,0,0,NA,2,1,"Children",2,1,0,0,0,Neither did,Yes,1,0,0,1,0,0,NA,3,1,"Children",1,1,0,0,0,I did not they did,No,0,0,0,1,0,0,1,"Car",0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2022-03-10 00:35:43","Faculty",0,0,1,0,0,"Chewelah, WA",1,NA,0,NA,1,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,1,0,0,0,0,2,2,1,1,1,2,1,NA,NA,NA,NA,NA,1,6,1,1,4,NA,NA,NA,NA,NA,"Faculty","Faculty"
"94",248,NA,"2022-03-10 05:15:14",1,1,0,1,2,"2022-03-10 05:23:40","Partner",1,0,0,1,0,Neither did,Yes,1,0,0,0,0,0,"Home",1,1,"Students",9,0,1,0,0,We both did,No,0,1,0,0,0,0,"Health Care Facility",3,1,"Colleagues",1,0,0,1,0,We both did,No,0,1,0,0,0,0,"Health Care Facility",2,1,"Colleagues",1,0,0,1,0,Neither did,No,0,0,1,0,0,0,"Restaurant",3,1,"Children",1,0,1,0,0,Neither did,No,1,0,0,0,0,0,1,"Home",0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2022-03-10 05:25:28","Registered Nurse",1,1,1,1,0,"Spokane",1,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,1,0,0,0,0,2,2,1,9,1,1,1,NA,NA,NA,NA,NA,1,2,2,3,1,NA,NA,NA,NA,NA,"Staff","Clinical"
"95",250,NA,"2022-03-10 06:52:26",1,1,0,1,2,"2022-03-10 06:58:54","Students",60,0,1,1,0,We both did,No,0,1,0,0,0,0,"WSU Tri-Cities",3,1,"Strangers",500,0,1,1,1,I did some did not,No,0,0,0,0,1,0,"Store",2,1,"Strangers",80,1,1,1,1,I did some did not,No,0,0,0,0,0,1,"Restaurant",3,1,"Colleagues",22,0,0,1,1,We both did,No,0,1,0,0,0,0,"WSU Spokane",3,1,"Colleagues",20,0,0,1,0,We both did,NA,0,1,0,0,0,0,3,"WSU Spokane",0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2022-03-10 07:01:31","Professors",1,1,3,0,0,"Kennewick",1,NA,0,NA,1,2,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,2,1,0,1,2,0,0,0,1,1,2,60,500,80,22,20,NA,NA,NA,NA,NA,2,5,6,2,2,NA,NA,NA,NA,NA,"Faculty","Faculty"
"96",251,NA,"2022-03-10 06:54:05",1,1,0,1,2,"2022-03-10 06:56:19","Colleagues",1,0,0,1,0,We both did,No,0,1,0,0,0,0,"WSU Campus",0,1,"Spouse",1,0,0,1,0,Neither did,NA,1,0,0,0,0,0,"Home",2,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2022-03-10 06:57:39","Librarian",0,1,0,0,0,"Clarkston, WA",1,NA,0,NA,1,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,4,0,0,0,0,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"Staff","Staff"
"97",256,NA,"2022-03-10 07:25:40",1,1,0,1,2,"2022-03-10 07:43:09","Partner",1,0,0,0,1,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Friends",1,0,0,1,0,Neither did,Yes,1,0,1,0,0,0,"Home, Concert",3,1,"Friends",1,0,0,1,0,Neither did,Yes,1,0,1,0,0,0,"Home, Concert",3,1,"Strangers",800,0,0,0,0,We both did,No,0,0,1,0,0,0,"Concert",3,1,"Patients",4,0,0,0,1,We both did,Yes,0,1,0,0,0,0,2,"Health Care Facility",1,"Colleagues",6,0,1,1,0,We both did,Yes,0,1,0,0,0,0,"Health Care Facility",3,1,"Laborers",1,0,1,0,0,We both did,No,0,0,0,0,0,1,"Pet Facility",0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2022-03-10 07:44:44","Physician",1,1,2,0,0,"Vancouver",0,"I went to an in person concert for the first time in  over 2 years.",0,NA,1,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,1,0,0,0,0,1,2,1,1,1,800,4,6,1,NA,NA,NA,1,1,1,3,2,2,6,NA,NA,NA,"Staff","Clinical"
"98",259,NA,"2022-03-10 07:36:35",1,1,0,1,2,"2022-03-10 07:40:27","Partner",1,0,0,1,0,Neither did,Yes,1,0,0,0,0,0,NA,3,1,"Children",3,1,0,0,0,Neither did,Yes,1,0,0,0,0,0,NA,3,1,"Teachers",2,0,0,1,0,We both did,No,0,0,0,0,0,1,"School",0,1,"Strangers",3,0,0,1,0,We both did,No,0,0,0,0,0,1,"Outdoors",0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2022-03-10 07:41:45","Career researcher",0,0,5,0,0,"Seattle",1,NA,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,0,0,0,1,0,0,0,0,0,2,1,3,2,3,NA,NA,NA,NA,NA,NA,1,1,6,6,NA,NA,NA,NA,NA,NA,"Staff","Staff"
"99",263,NA,"2022-03-10 08:10:38",1,1,0,1,2,"2022-03-10 08:12:20","Partner",1,0,0,1,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2022-03-10 08:13:15","Postdoc",0,0,0,0,1,NA,1,NA,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,4,0,0,0,0,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staff","Staff"
"100",265,NA,"2022-03-10 08:20:09",1,1,0,1,2,"2022-03-10 08:23:18","Partner",1,0,0,1,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Students",22,1,1,0,0,We both did,No,0,1,0,0,0,0,"WSU Campus",3,1,"Students",28,1,1,0,0,We both did,No,0,1,0,0,0,0,"WSU Campus",2,1,"Strangers",5,0,1,1,0,I did they did not,No,0,0,0,0,1,0,"Store",1,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2022-03-10 08:24:27","Lecturer",1,1,3,1,0,"Richland, WA",1,NA,1,2,1,2,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,4,0,0,0,0,1,2,1,22,28,5,NA,NA,NA,NA,NA,NA,1,2,2,5,NA,NA,NA,NA,NA,NA,"Faculty","Faculty"
"101",275,NA,"2022-03-10 09:13:36",1,1,0,1,2,"2022-03-10 09:20:14","Partner",1,0,0,1,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Students",1,0,1,0,0,We both did,No,0,1,0,0,0,0,"WSU Pullman",3,1,"Colleagues",6,0,0,1,0,I did some did not,No,0,1,0,0,0,0,"WSU Pullman",1,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2022-03-10 09:21:56","Postdoc",1,0,0,0,1,NA,1,NA,0,NA,1,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,4,0,0,0,0,1,2,1,1,6,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,"Staff","Staff"
"102",277,NA,"2022-03-10 09:19:47",1,1,0,1,2,"2022-03-10 09:25:51","Colleagues",1,0,0,1,0,I did they did not,No,0,1,0,0,0,0,"WSU Spokane",1,1,"Students",50,0,1,1,0,We both did,No,0,1,0,0,0,0,"WSU Spokane",3,1,"Students",2,0,1,1,0,We both did,No,0,1,0,0,0,0,"WSU Spokane",1,1,"Partner",1,0,0,1,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Friends",5,0,0,1,0,Neither did,No,0,0,1,0,0,0,2,"Restaurant",0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2022-03-10 09:32:30","Faculty",1,1,1,0,0,"Spokane",1,NA,0,NA,1,2,1,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,4,0,0,0,0,2,2,1,50,2,1,5,NA,NA,NA,NA,NA,2,2,2,1,3,NA,NA,NA,NA,NA,"Faculty","Faculty"
